配 件 信 息 一 览 表,,,,,,,,,,,
PEI JIAN XIN XI YI LAN BIAO,,,,,,,,,,,
打印日期：,2017/5/3,,,,,,,,,,
序号,配件编码,类别,单位,重量,一级进价,一级销价,名称,供应商名称,公司名称,定价公司,定价公司
214,104324VYGDJ,雨刮电机,只,,46,52,雨刮电机,,,01,01
215,1043BLTJ,升降器,只,,0,0,玻璃托架,,,01,01
216,1043BXH,保险盒,只,,0,0,保险盒,,,01,01
217,1043CMWB,车门外把,只,,4.75,12,车门外把,,,01,01
218,1043CMWB1,车门外把,只,,4.75,12,车门外把,,,01,01
219,1043cmwb2,车门外把,只,,4.75,12,车门外把,,,01,01
220,1043CMWB3,车门外把,只,,4.75,12,车门外把,,,01,01
221,1043cscgq,车速传感器,只,,35,0,车速传感器,,,01,01
222,1043DCDKG1,倒车灯开关,只,,0,0,倒车灯开关,,,01,01
223,1043ddzc,灯炮,只,,0,0,大灯总成,,,01,01
224,1043DSYXG,油箱盖,只,,0,0,油箱盖,,,01,01
225,1043FDJ3,无锡闽仙,台,,0,0,发电机 ,,,01,01
226,1043fdjd,无锡闽仙,台,,185,0,发电机,,,01,01
227,1043FDW,灯炮,只,,0,0,防雾灯,,,01,01
228,1043fwd,灯炮,只,,0,0,防雾灯,,,01,01
229,1043fxp,方向助力泵,只,,78,90,方向盘,,,01,01
230,1043LBKG,翘板开关,只,,0,5,喇叭开关,,,01,01
231,1043LDG1,雨刮连动杆,根,,21,0,雨刮连动杆,,,01,01
232,1043lhqzb,万安,只,,0,0,离合器总泵,,,01,01
233,1043MDKG4,开关,只,,0,0,门灯开关,,,01,01
234,1043NFSX,暖风水箱,只,,0,0,暖风水箱,,,01,01
235,1043NKS,内扣手,只,,0,0,内扣手,,,01,01
236,1043PSZ,喷水嘴,只,,0,0,喷水嘴,,,01,01
237,1043SCZB1,万安,只,,90,0,刹车总泵,,,01,01
238,1043SCZB4,万安,只,,90,0,刹车总泵,,,01,01
239,1043SCZB6,万安,只,,90,0,刹车总泵,,,01,01
240,1043sczb7,万安,只,,90,0,刹车王,,,01,01
241,1043STKG,翘板开关,只,,3.5,7,双跳开关,,,01,01
242,1043TX,天线,根,,0,0,天线,,,01,01
243,1043WDKG,翘板开关,只,,3.5,7,雾灯开关,,,01,01
244,1043WPKZC,,付,,0,0,卧铺扣总成,,,01,01
245,1043XHX,拉线,根,,11,0,熄火线,,,01,01
246,1043YCMWB,车门外把,只,,9.5,12,车门外把,,,01,01
247,1043ycmwb2,车门外把,只,,0,0,车门外把,,,01,01
248,1043YFZ,油浮子,只,,0,0,油浮子,,,01,01
249,1043YSJQ,升降器,只,,14,16,升降器,,,01,01
250,1043YSK,锁块,只,,0,0,锁块,,,01,01
251,1043ZB,雨刮臂,根,,0,0,雨刮臂,,,01,01
252,1043ZCMWB,车门外把,只,,9.5,12,车门外把,,,01,01
253,1043ZFXXZ,蒸发箱,台,,0,0,蒸发箱芯子,,,01,01
254,1043ZHKG1,组合开关,只,,50,55,组合开关,,,01,01
255,1043ZSJQ,升降器,只,,14,16,升降器,,,01,01
256,1043ZSK,锁块,只,,0,0,锁块,,,01,01
257,1046JWQ,,只,,0,0,节温器,,,01,01
258,1046JWQ1,,只,,0,0,节温器,,,01,01
259,1046QBKG,翘板开关,只,,0,0,翘板开关,,,01,01
260,1046QDJDQ,起动继电器,只,,0,0,起动继电器,,,01,01
261,1046YFZ,油浮子,只,,0,0,油浮子,,,01,01
262,1046YGDJ,雨刮电机,只,,43,48,雨刮电机,,,01,01
263,1046YXG,油箱盖,只,,0,0,油箱盖,,,01,01
264,1047DHKG,点火开关,只,,0,0,点火开关,,,01,01
265,1047SGQ,闪光器,只,,0,0,闪光器,,,01,01
266,1047ygdj,雨刮电机,只,,0,0,雨刮电机,,,01,01
267,1049CMWB,车门外把,只,,0,0,车门外把,,,01,01
268,105*130*12YF,油封,只,,0,0,油封,,,01,01
269,105*135*12/26,油封,只,,0,0,油封,,,01,01
270,105DRCMJ,,台,,0,0,电容触摸机,,全公司共享,01,01
271,105LSZLQ1,博纳,只,,0,0,助力器,,,01,01
272,105lszlq5,博纳,只,,0,0,助力器,,,01,01
273,1060NFDJ,暖风电机,只,,0,0,暖风电机,,,01,01
274,1060YSJQ,升降器,只,,0,0,升降器,,,01,01
275,1060zkB,气压表,只,,0,0,真空表,,,01,01
276,1060ZSJQ,升降器,只,,0,0,升降器,,,01,01
277,1061BXH,保险盒,只,,0,0,保险盒,,,01,01
278,1061DPX,全车线,套,,220,250,底盘线,,,01,01
279,1061DSYXG,油箱盖,只,,0,0,油箱盖,,,01,01
280,1061HDX,拉线,根,,10,15,换挡线,,,01,01
281,1061JHPQZDF,排气制动阀,只,,44,0,排气制动阀,,,01,01
282,1061LCB,里程表,只,,40,50,里程表,,,01,01
283,1061LCBRZ,拉线,根,,15,18,里程表软轴,,,01,01
284,1061LDG2,雨刮连动杆,根,,23,0,雨刮连动杆,,,01,01
285,1061LHQP,铁流,只,,0,0,离合器片,,,01,01
286,1061NFJK,暖风电机,只,,0,0,暖风机壳,,,01,01
287,1061pqzdf,排气制动阀,只,,45,0,排气制动阀,,,01,01
288,1061QCX,全车线,套,,250,280,全车线,,,01,01
289,1061QDD,灯炮,只,,50,0,大灯总成,,,01,01
290,1061SWS,水温感应塞,只,,0,0,水温感应塞,,,01,01
291,1061XHX,拉线,根,,11,0,熄火线,,,01,01
292,1061XHX1,拉线,根,,9,0,熄火线,,,01,01
293,1061XSX,小水箱,只,,0,0,小水箱,,,01,01
294,1061YFZ,油浮子,只,,0,0,油浮子,,,01,01
295,1061YFZ1,油浮子,只,,35,0,油浮子,,,01,01
296,1061YXG,油箱盖,只,,0,0,油箱盖,,,01,01
297,106DRCMJ,,台,,0,0,电容触摸机,,全公司共享,01,01
298,106YDKG1,档灯开关,只,,0,0,一档开关,,,01,01
299,107EDKG1,档灯开关,只,,0,0,二档开关,,,01,01
300,107MDC,马达齿,只,,0,0,马达齿,,,01,01
301,1080HLYF,油封,只,,4.5,0,后轮油封,,,01,01
302,1083jhqdjdq,起动继电器,只,,18,0,起动继电器,,,01,01
303,108DRCMJ,,台,,0,0,电容触摸机,,全公司共享,01,01
304,108SDKG1,档灯开关,只,,0,0,三档开关,,,01,01
305,1094YTZB,,只,,0,0,调整臂,,全公司共享,01,01
306,1094ZTZB,,只,,0,0,调整臂,,全公司共享,01,01
307,10ABXSCP,保险丝,盒,,0,0,保险丝插片,,,01,01
308,10ABXSCP1,保险丝,只,,0,0,保险丝插片,,,01,01
309,10abxscp11,保险丝,盒,,0,0,保险丝插片,,,01,01
310,10ABXSCP3,保险丝,只,,0,0,保险丝插片,,,01,01
311,10ABXSG,保险丝,盒,,0,0,保险丝管,,,01,01
312,10BF11-02080PDZJL,,只,,0,0,皮带张紧轮,,全公司共享,01,01
313,10C24VDZS,电子扇,只,,0,0,电子扇,,,01,01
314,10CHDQT,拉线,只,,18,,换挡球头,,,01,01
315,10CXD12VDFS,电风扇,台,,62,0,电风扇,,,01,01
316,10CXD24VDFS,电风扇,台,,62,0,电风扇,,,01,01
317,10DHDQTP1,拉线,只,,2,3,换挡球头片,,,01,01
318,10DHDQTP2,拉线,只,,2,3,换挡球头片,,,01,01
319,10DHDQTP3,拉线,只,,2,3,换挡球头片,,,01,01
320,10DHDQTP4,拉线,只,,2,3,换挡球头片,,,01,01
321,10ksjt,阀门,只,,0,0,快接,,,01,01
322,10pk1023p,凯欧,根,,0,0,皮带,,,01,01
323,10PK1023PD,凯欧,根,,0,0,皮带,,,01,01
324,10PK1045PD,凯欧,根,,0,0,皮带,,,01,01
325,10PK1050PD,凯欧,根,,0,0,皮带,,,01,01
326,10PK1054PD,凯欧,根,,0,0,皮带,,,01,01
327,10pk1062,凯欧,根,,0,0,皮带,,,01,01
328,10pk1068pd,凯欧,根,,0,0,皮带,,,01,01
329,10pk1074pd,凯欧,根,,0,0,皮带,,,01,01
330,10pk1080pd,凯欧,根,,0,0,皮带,,,01,01
331,10pk1100pd,凯欧,根,,0,0,皮带,,,01,01
332,10pk1160pd,凯欧,根,,12,15,皮带,,,01,01
333,10PK1334PD,凯欧,根,,0,0,皮带,,,01,01
334,10pk1422,贵州大众,根,,0,0,皮带,,,01,01
335,10PK1451PD,贵州大众,根,,0,0,皮带,,,01,01
336,10TQJD1,千斤顶,台,,0,0,千斤顶,,,01,01
337,10XHDQT,拉线,只,,18,,换挡球头,,,01,01
338,11*900pd,凯欧,根,,0,0,皮带,,,01,01
339,1109MDC,马达齿,只,,0,0,马达齿,,,01,01
340,110AFDJDZ,发电机配件,只,,430,0,发电机定子,,,01,01
341,110AFDJEJG,发电机配件,只,,370,0,发电机定子,,,01,01
342,110afdjqk,,只,,150,0,发电机前壳,,全公司共享,01,01
343,110aFDJTSJ,碳刷,只,,25,60,发电机碳刷架,,,01,01
344,110AFDJZZ,发电机配件,只,,500,0,发电机转子,,,01,01
345,110AFDJZZ1,发电机配件,只,,500,0,发电机转子,,,01,01
346,110AFDJZZ3,发电机配件,只,,450,0,发电机转子,,,01,01
347,110ATJQ,调节器,只,,120,0,调节器,,,01,01
348,1115JSQDJ,无锡闽仙,台,,0,330,减速起动机,,,01,01
349,115mdkg,马达开关,只,,0,0,马达开关,,,01,01
350,116A1BXH,保险盒,只,,0,0,保险盒,,,01,01
351,116BXH,保险盒,只,,0,0,保险盒,,,01,01
352,117*137*8YF,油封,只,,2.5,0,油封,,,01,01
353,1175PD,贵州大众,根,,0,0,皮带,,,01,01
354,118-1BSB,水泵,台,,0,0,水泵,,,01,01
355,118SLJ,收录机,台,,0,0,收录机,,,01,01
356,118SLJ1,收录机,台,,0,0,收录机,,,01,01
357,11c24dfs,电风扇,台,,50,58,电风扇,,,01,01
358,12*12,马达齿,只,,18,30,马达齿,,,01,01
359,1202CMDKG,马达开关,只,,29,35,马达开关,,,01,01
360,1202QDJ1,武进航海,台,,0,0,起动机,,,01,01
361,120AFDJDZ,发电机配件,只,,500,550,发电机定子,,,01,01
362,120AFDJZZ,发电机配件,只,,600,650,发电机转子,,,01,01
363,120WFJYGDJ,雨刮电机,只,,0,0,雨刮电机,,,01,01
364,120WZJYGDJ,雨刮电机,只,,190,200,雨刮电机,,,01,01
365,1211CMDC,马达齿,只,,0,0,马达齿,,,01,01
366,1211CQDJ,武进航海,台,,0,0,起动机,,,01,01
367,1211MDKG,马达开关,只,,40,0,马达开关,,,01,01
368,1212CL,柴滤,只,,0,0,柴滤,,,01,01
369,1212MDKG,马达开关,只,,0,0,马达开关,,,01,01
370,1226cMDC,马达齿,只,,13.5,17,马达齿,,,01,01
371,124RUSGD,凯欧,根,,0,0,汽车时规带,,,01,01
372,1253-QDJ,起动机,台,,660,0,起动机,,,01,01
373,1255AMDKG,马达开关,只,,0,0,马达开关,,,01,01
374,1255BMDKG,马达开关,只,,0,0,马达开关,,,01,01
375,125DHXQ,点火线圈,只,,0,0,点火线圈,,,01,01
376,1275QDJ,,台,,240,255,起动机,,全公司共享,01,01
377,1280CL,柴滤,只,,0,0,柴滤,,,01,01
378,1280CL1,柴滤,只,,0,0,柴滤,,,01,01
379,1280CL2,柴滤,只,,0,0,柴滤,,,01,01
380,1290HWD,灯炮,只,,25,35,后尾灯,,,01,01
381,1290HWD1,灯炮,只,,25,35,后尾灯,,,01,01
382,1293MDC,马达齿,只,,0,0,马达齿,,,01,01
383,1293QDJTS,碳刷,付,,0,0,起动机碳刷,,,01,01
384,12CHDQT,拉线,只,,18,,换挡球头,,,01,01
385,12CMDKG,马达开关,只,,0,0,马达开关,,,01,01
386,12DHDQTP,拉线,只,,2,3,换挡球头片,,,01,01
387,12DHDQTP1,拉线,只,,2,3,换挡球头片,,,01,01
388,12DHDQTP3,拉线,只,,2,3,换挡球头片,,,01,01
389,12DHDQTP5,拉线,只,,2,3,换挡球头片,,,01,01
390,12DHDQTP6,拉线,只,,2,3,换挡球头片,,,01,01
391,12ksjt,阀门,只,,0,0,快接,,,01,01
392,12LM,冷煤,瓶,,9.5,0,冷煤,,,01,01
393,12PK1850PD,凯欧,根,,0,0,皮带,,,01,01
394,12QMX,空调配件,只,,0,0,气门芯,,,01,01
395,12v404fkdj,AC开关,只,,0,0,风口电机,,,01,01
396,12VADQ,,只,,0,0,安定器,,全公司共享,01,01
397,12VDCFMQ,倒车喇叭,只,,0,0,倒车蜂鸣器,,,01,01
398,12VDDP,中灯炮,只,,0,0,顶灯炮,,,01,01
399,12VDQLB2,电气喇叭,付,,0,0,电气喇叭,,,01,01
400,12VDYQ,点烟器,只,,0,0,点烟器,,,01,01
401,12vJSQDJDQ,起动继电器,只,,0,0,减速起动继电器,,,01,01
402,12vKTJDQ,插座,只,,0,0,空调继电器,,,01,01
403,12vLBDCF,喇叭电磁阀,只,,0,0,喇叭电磁阀,,,01,01
404,12VLBJDQ,喇叭继电器,只,,0,0,喇叭继电器,,,01,01
405,12vMBDCF,电磁气阀,只,,60,0,门泵电磁阀,,,01,01
406,12VPSDJ,喷水电机,只,,0,0,喷水电机,,,01,01
407,12VPSDJ1,喷水电机,只,,0,0,喷水电机,,,01,01
408,12VXSD,真空灯,只,,0,0,小射灯,,,01,01
409,12XHDQT,拉线,只,,18,,换挡球头,,,01,01
410,13*1000PD,凯欧,根,,0,0,皮带,,,01,01
411,13*1015PD,凯欧,根,,0,0,皮带,,,01,01
412,13*1015pd3,凯欧,根,,0,0,皮带,,,01,01
413,13*1016PD,凯欧,根,,0,0,皮带,,,01,01
414,13*1020PD,凯欧,根,,0,0,皮带,,,01,01
415,13*1036PD,凯欧,根,,0,0,皮带,,,01,01
416,13*1039pd,凯欧,根,,0,0,皮带,,,01,01
417,13*1050PD,凯欧,根,,0,0,皮带,,,01,01
418,13*1052PD,凯欧,根,,0,0,皮带,,,01,01
419,13*1067PD,凯欧,根,,0,0,皮带,,,01,01
420,13*1080PD,凯欧,根,,0,0,皮带,,,01,01
421,13*1092Lipd,凯欧,根,,0,0,皮带,,,01,01
422,13*1097PD,凯欧,根,,0,0,皮带,,,01,01
423,13*1110pd,凯欧,根,,0,0,皮带,,,01,01
424,13*1120PD,凯欧,根,,0,0,皮带,,,01,01
425,13*1125PD,凯欧,根,,0,0,皮带,,,01,01
426,13*1125PD1,凯欧,根,,0,0,皮带,,,01,01
427,13*1130PD,凯欧,根,,0,0,皮带,,,01,01
428,13*1135pd,凯欧,根,,0,0,皮带,,,01,01
429,13*1140PD,皮带,根,,0,0,皮带,,全公司共享,01,01
430,13*1150PD,凯欧,根,,0,0,皮带,,,01,01
431,13*1160li,凯欧,根,,12,15,皮带,,,01,01
432,13*1175PD,凯欧,根,,0,0,皮带,,,01,01
433,13*1200PD,凯欧,根,,0,0,皮带,,,01,01
434,13*1205PD,凯欧,根,,0,0,皮带,,,01,01
435,13*1215PD,凯欧,根,,0,0,皮带,,,01,01
436,13*1225PD,凯欧,根,,0,0,皮带,,,01,01
437,13*1225PD1,凯欧,根,,0,0,皮带,,,01,01
438,13*1245PD,凯欧,根,,0,0,皮带,,,01,01
439,13*1270PD,凯欧,根,,0,0,皮带,,,01,01
440,13*1290PD,凯欧,根,,0,0,皮带,,,01,01
441,13*1295PD,凯欧,根,,0,0,皮带,,,01,01
442,13*1300PD,凯欧,根,,0,0,皮带,,,01,01
443,13*1320PD,凯欧,根,,0,0,皮带,,,01,01
444,13*1330PD,凯欧,根,,0,0,皮带,,,01,01
445,13*1340PD,凯欧,根,,0,0,皮带,,,01,01
446,13*1360PD,凯欧,根,,0,0,皮带,,,01,01
447,13*1365PD,凯欧,根,,0,0,皮带,,,01,01
448,13*1372PD,凯欧,根,,0,0,皮带,,,01,01
449,13*1380PD,凯欧,根,,0,0,皮带,,,01,01
450,13*1385PD,凯欧,根,,0,0,皮带,,,01,01
451,13*1385PD1,凯欧,根,,0,0,皮带,,,01,01
452,13*1397pd,凯欧,根,,0,0,皮带,,,01,01
453,13*1425PD,凯欧,根,,0,0,皮带,,,01,01
454,13*1500PD,凯欧,根,,0,0,皮带,,,01,01
455,13*1515PD,凯欧,根,,0,0,皮带,,,01,01
456,13*1525PD,凯欧,根,,0,0,皮带,,,01,01
457,13*1550PD,凯欧,根,,0,0,皮带,,,01,01
458,13*1560PD,凯欧,根,,0,0,皮带,,,01,01
459,13*1570PD,凯欧,根,,0,0,皮带,,,01,01
460,13*1575PD,凯欧,根,,0,0,皮带,,,01,01
461,13*15lnq,冷凝器,只,,120,0,冷凝器,,,01,01
462,13*1600PD,凯欧,根,,0,0,皮带,,,01,01
463,13*1615pd,凯欧,根,,0,0,皮带,,,01,01
464,13*1625PD,凯欧,根,,0,0,皮带,,,01,01
465,13*1650PD,凯欧,根,,0,0,皮带,,,01,01
466,13*1675PD,凯欧,根,,0,0,皮带,,,01,01
467,13*650pd,凯欧,根,,0,0,皮带,,,01,01
468,13*755PD,凯欧,根,,0,6,皮带,,,01,01
469,13*765PD,凯欧,根,,0,0,皮带,,,01,01
470,13*787PD,凯欧,根,,0,0,皮带,,,01,01
471,13*795,凯欧,根,,0,6,皮带,,,01,01
472,13*8*1185PD,凯欧,根,,0,0,皮带,,,01,01
473,13*8*1275LaPD,凯欧,根,,0,0,皮带,,,01,01
474,13*800PD,凯欧,根,,0,0,皮带,,,01,01
475,13*820pd,凯欧,根,,12,15,皮带,,,01,01
476,13*825PD,凯欧,根,,0,0,皮带,,,01,01
477,13*840pd,凯欧,根,,12,15,皮带,,,01,01
478,13*850PD,凯欧,根,,0,0,皮带,,,01,01
479,13*875PD,凯欧,根,,0,0,皮带,,,01,01
480,13*885pd,凯欧,根,,0,0,皮带,,,01,01
481,13*890PD,凯欧,根,,0,0,皮带,,,01,01
482,13*920PD,凯欧,根,,0,0,皮带,,,01,01
483,13*950PD,,根,,0,0,皮带,,全公司共享,01,01
484,13*955pd,,根,,0,0,皮带,,全公司共享,01,01
485,13*965PD,凯欧,根,,0,0,皮带,,,01,01
486,13*975lapd,凯欧,根,,0,0,皮带,,,01,01
487,13*980pd,凯欧,根,,0,0,皮带,,,01,01
488,13.524VWYQ,仪表,只,,0,0,稳压器,,,01,01
489,1307010-1K-010SB,水泵,台,,0,0,水泵,,,01,01
490,1309D-PJSQDJ,无锡闽仙,台,,0,330,减速起动机,,,01,01
491,1309KJSQDJ,无锡闽仙,台,,0,0,减速起动机,,,01,01
492,130BZYF,,只,,0,0,半轴油封,,全公司共享,01,01
493,130DHXQ,点火线圈,只,,0,0,点火线圈,,,01,01
494,130HFB,明通,只,,0,0,后分泵,,,01,01
495,130HLYF,油封,只,,0,0,后轮油封,,,01,01
496,130JDHXQ,点火线圈,只,,0,0,点火线圈,,,01,01
497,130LHQFB1,离合器分泵,只,,10,0,离合器分泵,,,01,01
498,130LHQP,铁流,只,,0,0,离合器片,,,01,01
499,130LHQZB,博纳,只,,36,50,离合器总泵,,,01,01
500,130QLYF,油封,只,,0,0,前轮油封,,,01,01
501,130SCDKG,刹车灯开关,只,,0,0,刹车灯开关,,,01,01
502,130SCfB1,刹车总泵,只,,14.5,0,刹车分泵,,,01,01
503,130scfb3,刹车总泵,只,,14.5,0,刹车分泵,,,01,01
504,130SCZB,刹车王,只,,28,0,刹车总泵,,,01,01
505,130YFZ,油浮子,只,,0,0,油浮子,,,01,01
506,130YP,铁流,只,,0,0,压盘,,,01,01
507,130YXG,油箱盖,只,,0,0,油箱盖,,,01,01
508,13112VQDJDQ,起动继电器,只,,0,0,起动继电器,,,01,01
509,13112VZBKG,自保开关,只,,0,0,自保开关,,,01,01
510,13-1210la,凯欧,根,,0,0,皮带,,,01,01
511,13124VQDJDQ,起动继电器,只,,0,0,起动继电器,,,01,01
512,1315AHT,铜套,付,,0,0,铜套,,,01,01
513,1315AMDC,马达齿,只,,12.5,15,马达齿,,,01,01
514,1315AMDC1,马达齿,只,,12.5,15,马达齿,,,01,01
515,1315CJSQDJ,无锡闽仙,台,,0,330,减速起动机,,,01,01
516,1315CJSQDJ2,无锡闽仙,台,,0,330,减速起动机,,,01,01
517,1315DJSQDJ,无锡闽仙,台,,0,330,减速起动机,,,01,01
518,1315DJSQDJ1,无锡闽仙,台,,0,315,减速起动机,,,01,01
519,1315DMDC,马达齿,只,,12.5,15,马达齿,,,01,01
520,1315DMDC1,马达齿,只,,12.5,15,马达齿,,,01,01
521,1315MDBXP,马达挡圈,只,,0,0,马达保险片,,,01,01
522,1315R/18FXZLB,方向助力泵,台,,270,0,方向助力泵,,,01,01
523,1315R/20FXZLB,方向助力泵,台,,270,0,方向助力泵,,,01,01
524,1316R/47FXZLB,方向助力泵,台,,270,280,方向助力泵,,,01,01
525,1319L/184FXZLB,方向助力泵,台,,260,300,方向助力泵,,,01,01
526,1319L/33FXZLB,方向助力泵,台,,260,300,方向助力泵,,,01,01
527,1319L/34FXZLB,方向助力泵,台,,280,300,方向助力泵,,,01,01
528,1319L/76FXZLB,方向助力泵,台,,260,300,方向助力泵,,,01,01
529,131ALHQFB,离合器分泵,只,,14,0,离合器分泵,,,01,01
530,131BXH,保险盒,只,,0,0,保险盒,,,01,01
531,131DSYXG,油箱盖,只,,0,0,油箱盖,,,01,01
532,131HWD,灯炮,付,,0,0,后尾灯,,,01,01
533,131LHQZB,万安,只,,19,0,离合器总泵,,,01,01
534,131NFDJ,暖风电机,只,,0,0,暖风电机,,,01,01
535,131NKS,内扣手,付,,5,8,内扣手,,,01,01
536,131PSZ,喷水嘴,只,,0,0,喷水嘴,,,01,01
537,131QJZQ,减震器,只,,0,0,减震器,,,01,01
538,131SCfB,刹车总泵,只,,14,0,刹车分泵,,,01,01
539,131WSYXG,油箱盖,只,,0,0,油箱盖,,,01,01
540,131YFZ,油浮子,只,,0,0,油浮子,,,01,01
541,131ZSJQ,升降器,只,,14,16,升降器,,,01,01
542,1331AYGDJ,雨刮电机,只,,48,55,雨刮电机,,,01,01
543,1332CJSQDJ,无锡闽仙,台,,0,330,减速起动机,,,01,01
544,1332CJSQDJ2,武进航海,台,,0,0,减速起动机,,,01,01
545,1332CMDC,马达齿,只,,0,0,马达齿,,,01,01
546,1332cmdc5,马达齿,只,,0,0,马达齿,,,01,01
547,1332D12*12MDC,马达齿,只,,12.5,15,马达齿,,,01,01
548,1332D12*4MDC,马达齿,只,,12.5,15,马达齿,,,01,01
549,1332DJSQDJ,无锡闽仙,台,,0,330,减速起动机,,,01,01
550,1332DJSQDJ2,无锡闽仙,台,,0,330,减速起动机,,,01,01
551,1332DMDC,马达齿,只,,0,0,马达齿,,,01,01
552,1332DMDC1,马达齿,只,,0,0,马达齿,,,01,01
553,1332DMDC5,闽仙,只,,0,0,马达齿,,,01,01
554,1332MDKG,马达开关,只,,0,0,马达开关,,,01,01
555,133UPJ,收录机,台,,0,0,收录机,,,01,01
556,134aKPQ,开瓶器,只,,0,0,开瓶器,,,01,01
557,134ALDY,冷冻油,瓶,,8.5,0,冷冻油,,,01,01
558,134aPZF,膨胀阀,只,,0,0,膨胀阀,,,01,01
559,134ldy3,冷冻油,瓶,,0,0,冷冻油,,,01,01
560,134LM,冷煤,瓶,,0,0,冷煤,,,01,01
561,134LMBG,冷煤表,套,,0,0,冷煤表管,,,01,01
562,134QMX,空调配件,只,,0,0,气门芯,,,01,01
563,1352271R/175FXZLB,方向助力泵,台,,270,0,方向助力泵,,,01,01
564,135GSKLZC,空滤,只,,0,0,空滤总成,,,01,01
565,135KLX,空滤,只,,0,0,空滤芯,,,01,01
566,135YSKLZC,空滤,只,,0,0,空滤总成,,,01,01
567,136HHS,火花塞,只,,0,0,火花塞,,,01,01
568,136HLYF,油封,只,,0,0,后轮油封,,,01,01
569,136QDFHJDQ,起动继电器,只,,0,0,起动复合继电器,,,01,01
570,136QLYF,油封,只,,0,0,前轮油封,,,01,01
571,138AMDBC,马达拨叉,只,,0,0,马达拨叉,,,01,01
572,138AMDC,马达齿,只,,12.5,15,马达齿,,,01,01
573,138AMDC1,马达齿,只,,12.5,15,马达齿,,,01,01
574,138ATS,碳刷,付,,0,0,碳刷,,,01,01
575,138aTT,铜套,付,,0,0,铜套,,,01,01
576,138CJSQDJ,无锡闽仙,台,,0,330,减速起动机,,,01,01
577,138CJSQDJ1,无锡闽仙,台,,0,315,减速起动机,,,01,01
578,138CJSQDJ2,武进航海,台,,0,0,减速起动机,,,01,01
579,138CMDKG,马达开关,只,,0,0,马达开关,,,01,01
580,138CMDKG1,马达开关,只,,0,0,马达开关,,,01,01
581,138DJSQDJ,无锡闽仙,台,,0,330,减速起动机,,,01,01
582,138DMDC,马达齿,只,,12.5,15,马达齿,,,01,01
583,138DMDC1,马达齿,只,,12.5,15,马达齿,,,01,01
584,138dMDC3,闽仙,只,,0,0,马达齿,,,01,01
585,138GJSQDJ,无锡闽仙,台,,0,330,减速起动机,,,01,01
586,138MDT,马达头,只,,0,0,马达头,,,01,01
587,138YJSQDJ,武进航海,台,,0,0,减速起动机,,,01,01
588,139jMDC,马达齿,只,,13,15,马达齿,,,01,01
589,13BS,千斤顶,只,,0,0,扳手,,,01,01
590,13dpx,电瓶线,米,,0,0,电瓶线,,,01,01
591,13KDWZFX,蒸发箱,台,,0,0,蒸发箱芯子,,,01,01
592,13MDKG,马达开关,只,,0,0,马达开关,,,01,01
593,14*17TT,铜套,只,,0,0,铜套,,,01,01
594,14*18TT,铜套,只,,0,0,铜套,,,01,01
595,14*19TT,铜套,只,,0,0,铜套,,,01,01
596,14*20TT,铜套,只,,0,0,铜套,,,01,01
597,14*23*20PXLLNQ,冷凝器,只,,115,0,冷凝器,,,01,01
598,14*23*20PXLLNQ1,冷凝器,只,,115,0,冷凝器,,,01,01
599,14*23*20PXLLNQLG,冷凝器,只,,115,0,冷凝器,,,01,01
600,14*23*32LNQ,冷凝器,只,,120,0,冷凝器,,,01,01
601,14*23*32LNQ2,冷凝器,只,,120,0,冷凝器,,,01,01
602,14.5*20TT,铜套,只,,0,0,铜套,,,01,01
603,14.8*32*7.5YF,油封,只,,0,0,油封,,,01,01
604,14.8*35*10YF,油封,只,,0,0,油封,,,01,01
605,140*160*12YF,油封,只,,0,0,油封,,,01,01
606,1400YMSLDG,雨刮连动杆,根,,70,0,雨刮连动杆,,,01,01
607,140-1LCBRZ,拉线,根,,15,18,里程表软轴,,,01,01
608,140-1ZSJQ,升降器,只,,13.5,16,升降器,,,01,01
609,140-212VYGDJ,雨刮电机,只,,49,55,雨刮电机,,,01,01
610,140-224VXYGDJ,雨刮电机,只,,49,55,雨刮电机,,,01,01
611,140-2CTX,全车线,套,,270,300,车头线,,,01,01
612,140-2DCJ,倒车镜支架,只,,0,0,倒车镜,,,01,01
613,140-2ddkg140-2QBKG,翘板开关,只,,3.5,7,大灯开关,,,01,01
614,140-2DQB,打气泵,台,,0,0,打气泵,,,01,01
615,140-2DQBg,打气泵,台,,0,0,打气泵盖,,,01,01
616,140-2dykg,翘板开关,只,,3.5,7,电源开关,,,01,01
617,140-2DZWD5,灯炮,只,,0,0,电子尾灯,,,01,01
618,140-2DZWDSTRDZWD3,灯炮,只,,0,0,电子尾灯,,,01,01
619,140-2HWD,灯炮,只,,0,0,后尾灯,,,01,01
620,140-2HYQ,化油器电磁阀,只,,195,0,化油器,,,01,01
621,140-2JBKG140-2QBKG,翘板开关,只,,3.5,7,警报开关,,,01,01
622,140-2JYB,机油表,只,,0,0,机油表,,,01,01
623,140-2LCB,里程表,只,,0,0,里程表,,,01,01
624,140-2LCB2,里程表,只,,25,30,里程表,,,01,01
625,140-2LCB3,里程表,只,,0,0,里程表,,,01,01
626,140-2LCBRZ,拉线,根,,15,18,里程表软轴,,,01,01
627,140-2LDG1,雨刮连动杆,根,,18.5,0,雨刮连动杆,,,01,01
628,140-2MSZ,锁块,只,,0,0,锁柱,,,01,01
629,140-2MSZC,门锁总成,付,,0,0,门锁总成,,,01,01
