配 件 信 息 一 览 表,,,,,,,,,,,
PEI JIAN XIN XI YI LAN BIAO,,,,,,,,,,,
打印日期：,2017/5/3,,,,,,,,,,
序号,配件编码,类别,单位,重量,一级进价,一级销价,名称,供应商名称,公司名称,定价公司,定价公司
1893,2816-BMDKG,马达开关,只,,0,0,马达开关,,,01,01
1894,2816GMDC,马达齿,只,,55,65,马达齿,,,01,01
1895,2816JSMDKG,马达开关,只,,0,0,减速马达开关,,,01,01
1896,2816JSMDKG1,马达开关,只,,0,0,减速马达开关,,,01,01
1897,2816JSQDJ,无锡闽仙,台,,0,0,减速起动机,,,01,01
1898,2816MDC,马达齿,只,,55,65,马达齿,,,01,01
1899,2816MDKG,马达开关,只,,0,0,马达开关,,,01,01
1900,2816MDKG2,马达开关,只,,0,0,马达开关,,,01,01
1901,2816MDT,马达头,只,,0,0,马达头,,,01,01
1902,2816qdjlhq,碳刷,套,,0,0,起动机离合器,,,01,01
1903,2816QDJTS,碳刷,付,,15,0,起动机碳刷,,,01,01
1904,2816TT,铜套,只,,0,0,铜套,,,01,01
1905,2818BSTRFDJ,上海申卫,台,,0,0,发电机,,,01,01
1906,2818MDC,马达齿,只,,55,65,马达齿,,,01,01
1907,281MDC,马达齿,只,,12.5,15,马达齿,,,01,01
1908,281MDCT,马达齿,只,,12.5,15,马达齿头,,,01,01
1909,2821AFDJ,锦州启明,台,,0,0,发电机,,,01,01
1910,2821AFDJ1,锦州启明,台,,0,0,发电机,,,01,01
1911,2821ATJQ,调节器,只,,0,0,调节器,,,01,01
1912,2827AMDC,马达齿,只,,0,0,马达齿,,,01,01
1913,2827ATT,铜套,付,,0,0,铜套,,,01,01
1914,2827DEMDC,马达齿,只,,0,0,马达齿,,,01,01
1915,2827DFMDC,马达齿,只,,0,0,马达齿,,,01,01
1916,2827dfqdjts,碳刷,付,,0,0,起动机碳刷,,,01,01
1917,2827DFTT,铜套,付,,0,0,铜套,,,01,01
1918,2827MDC,马达齿,只,,0,0,马达齿,,,01,01
1919,2827MDKG,马达开关,只,,0,0,马达开关,,,01,01
1920,2827QDJTS,碳刷,付,,0,0,起动机碳刷,,,01,01
1921,2827QDJYF,油封,只,,0,0,起动机油封,,,01,01
1922,282DYJDQ,电源继电器,只,,0,0,电源继电器,,,01,01
1923,2830YGDJ1,雨刮电机,只,,75,85,雨刮电机,,,01,01
1924,28-40YF,油封,只,,0,0,油封,,,01,01
1925,2845FDJZZ,发电机配件,只,,0,0,发电机转子,,,01,01
1926,2845TSJZC,碳刷,套,,0,0,碳刷架总成,,,01,01
1927,2850KL,空滤,只,,70,0,空滤,,,01,01
1928,285gMDKG,马达开关,只,,65,0,马达开关,,,01,01
1929,285MDC,马达齿,只,,0,0,马达齿,,,01,01
1930,28BMDC,马达齿,只,,0,0,马达齿,,,01,01
1931,28LTTT,千斤顶,只,,0,0,轮胎套铜,,,01,01
1932,2901F1FDJ,北京奥博,台,,0,0,发电机,,,01,01
1933,2901F3FDJ,北京奥博,台,,0,0,发电机,,,01,01
1934,2901FDJ,北京奥博,台,,0,0,发电机,,,01,01
1935,2902FDJ,北京奥博,台,,0,0,发电机,,,01,01
1936,2902fdj2,北京奥博,台,,0,0,发电机,,,01,01
1937,2902FJFDJ,北京奥博,台,,328,0,发电机,,,01,01
1938,2902G3FDJ,北京奥博,台,,0,0,发电机,,,01,01
1939,2902G3FDJYF,北京奥博,台,,5,0,发电机油封,,,01,01
1940,2902g3fdjzkb,发电机配件,只,,0,0,发电机真空泵,,,01,01
1941,2902LMFDJ,北京奥博,台,,0,0,发电机,,,01,01
1942,2902VFDJ,北京奥博,台,,0,0,发电机,,,01,01
1943,2902VFDJ1,北京奥博,台,,0,0,发电机,,,01,01
1944,2902Y3FDJ,北京奥博,台,,0,0,发电机,,,01,01
1945,290QDYRKG,起动继电器,只,,0,0,起动预热开关,,,01,01
1946,2912xxjdq11,小型继电器,只,,0,0,小型继电器,,,01,01
1947,2914xxjdq,小型继电器,只,,0,0,小型继电器,,,01,01
1948,2915XXJDQ,小型继电器,只,,0,0,小型继电器,,,01,01
1949,291TT,铜套,付,,0,0,铜套,,,01,01
1950,2921AFDJ,锦州启明,台,,0,0,发电机,,,01,01
1951,292-1FDJ,锦州启明,台,,0,0,发电机,,,01,01
1952,292-4AFDJ,锦州启明,台,,0,0,发电机,,,01,01
1953,2924FDJ,锦州启明,台,,0,0,发电机,,,01,01
1954,292-4FDJ,锦州启明,台,,0,0,发电机,,,01,01
1955,2928mdkg,马达开关,只,,0,0,马达开关,,,01,01
1956,292FDJ,锦州启明,台,,0,0,发电机,,,01,01
1957,293BMDC,马达齿,只,,0,0,马达齿,,,01,01
1958,293MDC,马达齿,只,,0,0,马达齿,,,01,01
1959,2972Y2FDJ,北京奥博,台,,0,0,发电机,,,01,01
1960,2972YA1FDJ,北京奥博,台,,0,0,发电机,,,01,01
1961,299upj,收录机,台,,0,0,收录机,,,01,01
1962,29DJQYLCGQ,电喷系列,只,,0,0,进气压力传感器,,全公司共享,01,01
1963,2D12VDDZGQ,,套,,0,0,大灯增光器,,,01,01
1964,2D12VDDZGQ5,,套,,0,0,大灯增光器,,,01,01
1965,2D24VDDZGQ,,套,,0,0,大灯增光器,,,01,01
1966,2D24VDDZGQ5,,套,,0,0,大灯增光器,,,01,01
1967,2TQJD1,千斤顶,台,,0,0,千斤顶,,,01,01
1968,3.0kdkx,空调配件,台,,260,0,可打可吸真空泵,,,01,01
1969,3.2TQJD1,千斤顶,台,,0,0,千斤顶,,,01,01
1970,3.4MYXJRQ,,只,,0,0,油箱加热器,,,01,01
1971,3.5pfDYX,低压线,卷,,65,0,低压线,,,01,01
1972,3/4GJT,管接头,只,,0,0,管接头,,,01,01
1973,3/4GJT1,管接头,只,,0,0,管接头,,,01,01
1974,3+3HJ,胶,只,,0,0,红胶,,,01,01
1975,30*50*10YF,油封,只,,0,0,油封,,,01,01
1976,3000gFJzc,暖风电机,只,,0,0,鼓风机总成,,,01,01
1977,3000JL,机滤,只,,0,0,机滤,,,01,01
1978,3000JL1,机滤,只,,0,0,机滤,,,01,01
1979,3000NFDZ,,只,,0,0,暖风电阻,,,01,01
1980,3000YDDSJQ,升降器,只,,70,16,升降器,,,01,01
1981,3000YSJ,压缩机,台,,600,0,压缩机,,,01,01
1982,3006bblddkg,大灯开关,只,,0,0,大灯开关,,,01,01
